Name,Type,Address,City,Phone,Services,Manager,X,Y,Week days,Friday,Rating
אבי איתור מיגון ושמע בע מ,מוסך מורשה,הרכב 5,נתניה,09-8323326,חשמלאות רכב,ארז אברהם,188381.74,691356.71,07:00 - 16:30,סגור,3.1
דהן עמרם צמיגי עמי,מוסך מורשה,אורט ישראל 52,בת ים,03-6447704,תיקון והחלפת צמיגים,עמרם דהן,176070.59,657264.04,07:00 - 16:00,07:00 - 12:30,4.3
יצחק אילן - המוסך של אילן,מוסך מורשה,השיש 19,נתניה,09-88774216,מכונאות רכב בנזין,יצחק אילן,188583.59,691603.35,07:00 - 16:00,07:00 - 12:30,4.8
אהרון את אסד צמיגי אנטון,מוסך מורשה,האורגים 18,חולון,03-5595005,תיקון והחלפת צמיגים,חנאניא אסד,181446.19,657405.61,07:00 - 16:00,סגור,3.6
טוטלוס דוד שי זר בע מ,מוסך מורשה,ההגנה 3,תל אביב -יפו,03-6882179,מכונאות אופנועים וקטנועים,זר דוד,179637.68,662456.25,07:00 - 16:00,סגור,3.4
עזר אנטון מוסך מוטו טוני,מוסך מורשה,הסדנא 16,תל אביב -יפו,03-6320843,מכונאות אופנועים וקטנועים,עאזאר אנטואן,178533.04,662300.14,07:00 - 16:30,07:00 - 12:30,4.0
גד ורפאל שות',מוסך מורשה,הקדר 43,נתניה,09-8800803,טרקטורים ומכונות ניידות,פישביין דנר,188968.26,692141.36,07:00 - 17:00,סגור,3.7
אשר עוזי רדיו התחנה,מוסך מורשה,זבוטינסקי 22,רמת גן,03-6737250,שירות תיקון למזגן אויר לרכב,אשואל גולן,181894.93,665630.74,07:00 - 16:00,07:00 - 13:00,4.4
משה קדוש צמיגי הפלד,מוסך מורשה,הפלד 15,חולון,03-5033353,תיקון והחלפת צמיגים,קדוש משה,181192.15,658727.96,07:00 - 16:30,סגור,3.2
מוסך קשת - ריעני שמעון,מוסך מורשה,שכטרמן 15,נתניה,09-8866692,מכונאות רכב בנזין,פלנר אורי,188496.44,691897.46,07:00 - 16:30,07:00 - 12:00,3.6
צמיג ותקר - נורווינד רן,מוסך מורשה,בית אלפא 4,תל אביב -יפו,03-5612848,תיקון והחלפת צמיגים,נורווינד רן,180121.11,663668.93,07:00 - 16:00,07:00 - 12:30,3.7
מרכז שרות גילון י.מ. בע מ,מוסך מורשה,הכשרת הישוב 17,ראשון לציון,03-7353030,אוטוטק רכב קל,כחלון שחר,177839.85,655440.78,07:00 - 17:00,07:00 - 12:00,3.4
דניאל פרסטין מוסך הסדנא,מוסך מורשה,המנור 8,תל אביב -יפו,03-5662415,תיקון והחלפת צמיגים,פוליטי מייק,178586.15,662198.3,07:00 - 17:00,07:00 - 13:00,3.9
השחר מוטורס 2000 בע מ,מוסך מורשה,המלאכה 59,חולון,03-5504501,מכונאות רכב בנזין,ישראל שלומי אב,181101.54,657854.12,07:00 - 17:00,07:00 - 13:00,4.8
אודיוה ארט - דוד אלכסנדרוב,מוסך מורשה,שכטרמן 26,נתניה,054-9119223,מכונאות רכב בנזין,דבי אהרן,189069.59,691792.63,07:00 - 17:00,07:00 - 13:00,3.4
מוטו טאצ - דקר מזרחי,מוסך מורשה,תושיה 18,תל אביב -יפו,050-7226637,מכונאות אופנועים וקטנועים,דקר מזרחי,180294.25,663758.19,07:00 - 16:30,סגור,3.3
גיל מלווין - מוסך לאופנועים,מוסך מורשה,הרצל 123 תל אביב,תל אביב -יפו,03-5082266,מכונאות אופנועים וקטנועים,מלווין גיל,178462.0,662161.43,07:00 - 16:30,07:00 - 12:30,4.7
בליץ אלקטריק מוטורס בע מ,מוסך מורשה,ישראל בק 7,תל אביב -יפו,072-2555722,מכונאות אופנועים וקטנועים,פרץ ויל עם-ח,180157.61,664023.03,07:00 - 16:30,07:00 - 13:00,3.1
זאב דיין שרותי בלמים בת ים בע מ,מוסך מורשה,אהוד קינמון 24,בת ים,03-5528887,מכונאות רכב בנזין,אבידר ניסים,176395.09,657365.33,07:00 - 16:00,07:00 - 12:30,4.9
קומאנד קאר פחחות וצבע בע מ,מוסך מורשה,שרירא גאון 6 תל אביב,תל אביב -יפו,050-4630046,תיקון מרכבי רכב,קנדי אמיר,177847.77,661703.77,07:00 - 17:00,סגור,4.8
ספיד בייק-אדיר ושוקי כהן,מוסך מורשה,יצחק שדה 25,תל אביב -יפו,077-5040923,מכונאות אופנועים וקטנועים,כהן ישראל,180090.73,663631.1,07:00 - 17:00,07:00 - 12:00,4.7
א.רכב רחובות בע מ,מוסך מורשה,נחושתן 15,רחובות,08-9475080,אוטוטק רכב קל,לוריא אריאל,179661.45,643987.02,07:00 - 16:30,07:00 - 12:30,3.7
איתי מוטורס בע מ,מוסך מורשה,הסדנא 6,חולון,03-6393666,מכונאות רכב בנזין,שמואלוב משיח,181301.83,658688.83,07:00 - 17:00,07:00 - 12:30,4.7
אריאל נדיב מוסך נדיב בייק,מוסך מורשה,העמל 4,פתח תקווה,03-9195525,מכונאות אופנועים וקטנועים,נדיב אריאל,186424.66,666909.39,07:00 - 16:00,סגור,3.9
ארצי מוטורס בע מ,מוסך מורשה,הקדר 38,נתניה,050-3079551,אוטוטק רכב קל,גברה עזרא,189014.98,692091.22,07:00 - 16:00,07:00 - 12:30,4.6
אלי ברכה בע מ,מוסך מורשה,הסתת 3,חולון,050-6333383,תיקון אחזקת רכב חשמלי/היברידי,ברכה אלי,181415.19,657926.95,07:00 - 16:00,07:00 - 12:30,4.2
מוסך סלוה וודים בע מ,מוסך מורשה,השיש 23,נתניה,09-8875335,מכונאות רכב בנזין,מיזברג ולדיסלב,188643.94,691604.29,07:00 - 16:00,07:00 - 13:00,4.9
מוחמד אבו סף מוסך מחרוזת,מוסך מורשה,מחרוזת 35,תל אביב -יפו,050-4251000,מכונאות רכב בנזין,אלי מועלם,177139.16,660130.73,07:00 - 16:00,07:00 - 12:30,3.6
רוסלן שלומוב מוסך איש הפח,מוסך מורשה,גלוסקא 13,ראשון לציון,054-8025825,תיקון מרכבי רכב,שלומוב רוסלן,176840.99,655715.99,07:00 - 17:00,07:00 - 12:00,3.5
ברוך יצחק - פרונט איציק,מוסך מורשה,הסולל 2,חולון,050-5551691,תיקון וכוון מתלים ברכב,ברוך יצחק,181796.27,658012.5,07:00 - 17:00,07:00 - 13:00,3.3
א.א. אקספרס פחחות רכב בע מ,מוסך מורשה,גלוסקא 4,ראשון לציון,052-6661182,תיקון אחזקת רכב חשמלי/היברידי,קאסם סאמר,176793.53,655603.62,07:00 - 16:00,07:00 - 12:30,3.2
מוסך ישראל זסלבסקיישראל סאשה,מוסך מורשה,הבנאי 6,חולון,050-8146366,תיקון מרכבי רכב,ישראל זסלבסקי,181739.46,658192.76,07:00 - 16:00,07:00 - 13:00,3.3
שרות לצמיגים קחלון ובניו בע מ,מוסך מורשה,המשביר 7,חולון,050-5311022,תיקון והחלפת צמיגים,קחלון רונן,181529.11,657944.05,07:00 - 16:00,07:00 - 13:00,3.0
ג.מ.פורטל סחר ויבוא בע מ,מוסך מורשה,המלאכה 9,חולון,03-6132446,תיקון והחלפת צמיגים,יגודייב שלום,181593.94,658503.64,07:00 - 17:00,סגור,3.3
נעם בני מוסך באג,מוסך מורשה,אלטלף  25,יהוד,050-4801900,מכונאות רכב בנזין,בני נעם,190608.48,659783.55,07:00 - 17:00,07:00 - 13:00,5.0
מוסך יזדי פחחות וצבע 2001 בע מ,מוסך מורשה,טוליפמן 4,ראשון לציון,03-9116556,מכונאות רכב בנזין,פאר ניסן,182346.34,654520.32,07:00 - 16:30,07:00 - 12:00,5.0
טיג איינגנירינג אנד מוטורספורט,מוסך מורשה,החורטים 6,חולון,03-6566608,מכונאות רכב בנזין,הלוי גבי,180721.63,659534.84,07:00 - 16:30,07:00 - 12:30,4.2
דרך הכביש פחחות וצבע לרכב בע מ,מוסך מורשה,הנפח 12,חולון,03-57033333,תיקון מרכבי רכב,עזרתי מרדכי,181048.39,658467.24,07:00 - 16:30,07:00 - 12:30,3.5
יוניון רכב תעשייתי בע מ,מוסך מורשה,בת שבע 1,לוד,08-96007773,אישור כשירות לצמ ה ומכונה ניידת,שטנד יוסף,189709.71,651153.67,07:00 - 17:00,07:00 - 12:00,3.6
יו. אס. אי. אי בע מ,מוסך מורשה,פינשטיין 3,פתח תקווה,03-5225484,תיקון והחלפת צמיגים,ברגיג רחמים,189262.94,667501.61,07:00 - 16:00,07:00 - 13:00,4.3
סער גנים שרותי רכב,מוסך מורשה,האורגים 7,חולון,073-7373336,תיקון מרכבי רכב,שמנטו שמעון,181120.95,657719.41,07:00 - 16:30,07:00 - 12:30,4.7
משה פרץ צמיגי פרץ ובניו,מוסך מורשה,גיסין 65,פתח תקווה,03-9227389,תיקון והחלפת צמיגים,פרץ משה,187426.15,667187.38,07:00 - 17:00,07:00 - 12:30,4.8
תמיר את ניצן מוסך טיימינג,מוסך מורשה,הנגר 4,חולון,03-5776842,מכונאות רכב בנזין,יעקב תמיר,180968.07,658783.29,07:00 - 16:30,07:00 - 12:00,3.3
סטייל ש.ח פחחות וצבע בע מ,מוסך מורשה,פלוטיצקי 26,ראשון לציון,03-7557171,אוטוטק רכב קל,קרקר חליל,182223.51,654074.38,07:00 - 17:00,07:00 - 12:30,4.3
מוסך עמרם שרותי רכב,מוסך מורשה,עמל 2,פתח תקווה,052-2491152,מכונאות רכב בנזין,מור עמי,186468.09,666864.58,07:00 - 17:00,סגור,3.6
צמיגי אור - לדני אור,מוסך מורשה,משה שרת 20,ראשון לציון,052-3470807,תיקון והחלפת צמיגים,לדני אור,176841.36,655724.7,07:00 - 16:30,סגור,4.5
סארב דעאס מוסך שני,מוסך מורשה,בן צבי 34,ראשון לציון,03-5367534,מכונאות רכב בנזין,ששון כהן ישראל,180523.28,655115.75,07:00 - 16:30,07:00 - 12:30,4.1
מ.נ בדיקת רכב בע מ,מוסך מורשה,פנקס 18,נתניה,050-9344555,בדיקות-רכב )קניה ומכירה),מסרי נדיר,188340.96,691812.43,07:00 - 17:00,07:00 - 13:00,3.6
נתן דזובולצקי - נתן את תובל,מוסך מורשה,החושלים 9,הרצלייה,09-9542272,חשמלאות רכב,עציון רונן,181857.82,673995.04,07:00 - 17:00,07:00 - 12:00,3.5
טיייר סנטר רשת צמיגים בע מ,מוסך מורשה,יצחק בן צבי 43,ראשון לציון,03-9601853,תיקון והחלפת צמיגים,עוזר עוז,180614.21,654818.95,07:00 - 16:00,07:00 - 12:30,3.8
מוסכי רפאלו - יהודה בוטביקה,מוסך מורשה,אורט 9,נתניה,050-3759855,תיקון מרכבי רכב,עבדאלקדר עימאד,188399.5,691532.93,07:00 - 16:30,סגור,3.3
אקסטרים מוטורס - אדיר בלולו,מוסך מורשה,ההגנה 30,ראשון לציון,054-9424788,תיקון טרקטורונים,גינת אריה,177758.08,655189.66,07:00 - 16:30,07:00 - 12:30,4.4
מוסך ספיר - רביבו רפאל,מוסך מורשה,היצול 1,אשקלון,08-6755576,מכונאות רכב בנזין,רביב כתריאל,161876.74,619462.89,07:00 - 17:00,07:00 - 12:00,5.0
אמייזינגלי שירותי רכב בע מ,מוסך מורשה,הכישור 21,אשקלון,08-6751020,תיקון מרכבי רכב,סיסוייב פבל,162023.59,619354.41,07:00 - 16:00,סגור,4.0
ארן אמויאל בע מ,מוסך מורשה,בית הדפוס 29,ירושלים,02-6556677,מכונאות רכב בנזין,אמויאל ארן,217450.48,632469.96,07:00 - 16:00,07:00 - 12:30,5.0
מוסך  מכלוף יהודה שירותי רכב,מוסך מורשה,היצול 13,אשקלון,08-6759161,מכונאות רכב בנזין,מנדלסון בועז,161719.06,619397.69,07:00 - 17:00,07:00 - 13:00,4.9
מוסך מועלם - מועלם יוסף,מוסך מורשה,הנפח  21,אשקלון,08-6712787,מכונאות רכב בנזין,מועלם יוסף,157599.41,616223.63,07:00 - 16:00,07:00 - 12:30,3.1
מוסך העמק מרכזי בע מ,מוסך מורשה,הגנן 11,באר שבע,08-6273317,מכונאות רכב בנזין,קרפנקו פבל,181968.85,569640.42,07:00 - 16:00,07:00 - 12:30,4.0
פחחות רכב דרום מירו )מאיר( בע מ,מוסך מורשה,סדנא 8,באר שבע,08-6900960,תיקון מרכבי רכב,כהן מאיר,183067.62,573494.26,07:00 - 16:30,07:00 - 13:00,3.9
מוסך האושר,מוסך מורשה,המכונאי 8,באר שבע,052-3333867,תיקון מרכבי רכב,לוי משה אושר,181896.08,570102.3,07:00 - 17:00,07:00 - 12:00,3.7
מוסך נ. גבי פחחות וצבע 1996 בע מ,מוסך מורשה,סדנא 6,באר שבע,08-6900885,תיקון מרכבי רכב,נגר גבי,183084.79,573513.88,07:00 - 17:00,סגור,4.6
אלקטרו גיר - בנימין אורן,מוסך מורשה,המנוף 21,באר שבע,08-6286006,תיקון תיבות הילוכים אוטומטיות,בנימין אורן,181758.01,570834.44,07:00 - 16:00,07:00 - 12:30,3.4
מוסך שקד - סרגיי את יבגני,מוסך מורשה,הפלדה 20,באר שבע,052-3222735,מכונאות רכב בנזין,טויזר חביב,182015.98,570466.67,07:00 - 16:30,07:00 - 12:30,3.7
מוסך מגן הנגב בע מ,מוסך מורשה,המכונאי  10,באר שבע,08-9135850,תיקון מרכבי רכב,שמואלוב יובל,181866.49,570124.04,07:00 - 16:30,07:00 - 13:00,4.9
א.ר מוסכים - אלטשולר אלכסיי,מוסך מורשה,הכישור 5,אשקלון,08-6716911,מכונאות רכב בנזין,אלטשולר אלכסיי,161881.85,619095.02,07:00 - 17:00,סגור,4.5
חשמל ומיזוג ג'קי בע מ,מוסך מורשה,הפועלים 12,באר שבע,052-8838447,מכונאות רכב בנזין,גרוסהויס שמחה,181959.17,570553.94,07:00 - 16:30,07:00 - 12:00,4.8
מוסך הדייקן - אבו אלקיען עלי,מוסך מורשה,המנוף 11,באר שבע,08-6285208,תיקון מרכבי רכב,אבו אלקיען עלי,181907.57,570798.68,07:00 - 16:00,07:00 - 12:00,4.7
אקסטרים מוטוספורט 1 בע מ,מוסך מורשה,טרומפלדור 24,באר שבע,08-6284332,מכונאות אופנועים וקטנועים,ללוש ירון,180007.86,571838.49,07:00 - 17:00,07:00 - 12:30,4.9
משה אברהמי שרותי חשמל לרכב בע מ,מוסך מורשה,הפועלים 16,באר שבע,08-6239874,חשמלאות רכב,אברהמי משה,181874.5,570571.14,07:00 - 17:00,סגור,4.3
מרכז הצמגים - תמיר כהן,מוסך מורשה,הנגרים  4,באר שבע,050-7526987,תיקון והחלפת צמיגים,כהן תמיר,181230.24,572327.97,07:00 - 17:00,07:00 - 13:00,4.7
מוסך מרכבת המשנה בע מ,מוסך מורשה,הרתך 9,באר שבע,08-6283123,מכונאות רכב בנזין,וקנין מיכאל,182310.35,570429.8,07:00 - 17:00,07:00 - 13:00,4.5
יומי חשמלאות רכב - עזרה אברהם,מוסך מורשה,דב ברייר 3,אשקלון,08-6736969,חשמלאות רכב,עזרה אברהם,159181.78,619941.71,07:00 - 17:00,07:00 - 12:00,4.1
י.ק. מוטוקלאס בע מ,מוסך מורשה,הפנינים 21,אשקלון,08-8669937,מכונאות אופנועים וקטנועים,בר לביא אילן,162144.45,619232.12,07:00 - 16:00,07:00 - 12:00,4.5
אוטוטרוניק  יניקייב מקסים,מוסך מורשה,הנפח 18,אשקלון,08-9109330,מכונאות רכב בנזין,חן מרדכי,157628.48,616169.74,07:00 - 16:30,07:00 - 13:00,4.2
מוסך רמות - פבליוקובסקי אלכסנדר,מוסך מורשה,שיפון 18,באר שבע,08-6209363,מכונאות רכב בנזין,פבליקובסקי אלכס,182415.56,570208.76,07:00 - 16:30,07:00 - 13:00,4.7
מוסך ההנדסאי -אבו סאלח חאתם,מוסך מורשה,הפלדה  15,באר שבע,050-6336661,אוטוטק רכב קל,אבו סאלח חאתם,182047.79,570310.62,07:00 - 16:30,07:00 - 12:00,4.3
ס.א.שירותי רכב בע מ,מוסך מורשה,הבדיל 10,באר שבע,08-6512979,מכונאות רכב בנזין,אלסייד סאלם,181822.89,570700.88,07:00 - 16:30,סגור,4.8
מוסך  מכלוף ישראל שירותי רכב,מוסך מורשה,הכישור 14,אשקלון,072-25071,מכונאות רכב בנזין,מכלוף יהודה,161970.36,619166.33,07:00 - 16:30,07:00 - 12:00,4.6
מדע מוסכי משאיות בע מ,מוסך מורשה,האורג 18,אשקלון,08-9431413,מכונאות רכב בנזין,שרים עבד אל כ,157913.95,616169.88,07:00 - 16:30,07:00 - 12:30,3.9
טופ גיר - חדד עופר,מוסך מורשה,שיפון 20,באר שבע,08-6270770,תיקון תיבות הילוכים אוטומטיות,חדד עופר,182400.03,570197.31,07:00 - 16:00,07:00 - 12:30,4.2
מוסך יוסף את יוסף,מוסך מורשה,שורק 36,באר שבע,052-3323420,תיקון מרכבי רכב,אבו עווד יוסף,182348.44,570229.06,07:00 - 16:00,07:00 - 12:00,3.2
איציק בן אלי - צמיגי דוידו,מוסך מורשה,התנופה 29,ירושלים,050-8744436,תיקון והחלפת צמיגים,בן אלי יצחק,220213.37,628666.03,07:00 - 16:30,07:00 - 12:30,4.4
מרכז שרות ברוש 2020 בע מ,מוסך מורשה,שורק 21,באר שבע,08-6272020,אוטוטק רכב קל,פלדמן אריאל,182282.32,570294.43,07:00 - 16:00,07:00 - 12:00,3.7
פחח השלום בע מ,מוסך מורשה,הבדיל 9,באר שבע,08-6272596,תיקון מרכבי רכב,סויסה מיכאל,181866.93,570704.53,07:00 - 16:00,07:00 - 12:30,3.3
אלירן מלול - אלירן מוטורס,מוסך מורשה,בית הדפוס 18,ירושלים,054-8087151,מכונאות אופנועים וקטנועים,דבריקו רחמים,217762.0,632618.0,07:00 - 17:00,07:00 - 12:00,3.5
תאמר עודה - צמיגי אדם,מוסך מורשה,יקותיאל אדם 2,ירושלים,050-2214830,תיקון והחלפת צמיגים,שרחה נאיף,222772.53,636345.28,07:00 - 16:30,07:00 - 12:30,3.7
מאיר מרכזי שירות שות' מוגבלת י-ם,מוסך מורשה,יד חרוצים 19,ירושלים,074-7440000,מכונאות רכב בנזין,יוסף מוסטפה,220590.0,628709.0,07:00 - 16:00,07:00 - 12:30,3.6
מ.ש מוסך איכות בע מ,מוסך מורשה,חרשי הברזל 4,ירושלים,02-6782791,מכונאות רכב בנזין,אבו סביח סאמר,219994.69,628448.38,07:00 - 17:00,סגור,3.8
מוסך קו העמק - אדמוב קסום,מוסך מורשה,שחף 23,באר שבע,054-6304324,מכונאות רכב בנזין,אדמוב קסום,182413.34,570015.8,07:00 - 16:30,סגור,3.1
שלום כהן שירותי רכב בע מ,מוסך מורשה,בית הדפוס 30,ירושלים,052-6410100,תיקון מרכבי רכב,שמואל כהן שלום,217418.0,632576.0,07:00 - 16:00,07:00 - 13:00,4.5
גליסקו דולב - דולב מוטורס,מוסך מורשה,פייר קניג 37,ירושלים,050-7262808,מכונאות אופנועים וקטנועים,בנית אורן,220416.0,628834.0,07:00 - 16:00,07:00 - 12:30,3.8
א.א מוסך הסרגל,מוסך מורשה,הדגן 1,באר שבע,08-9203371,מכונאות רכב בנזין,רחמני יוסף,181479.72,570875.21,07:00 - 16:00,סגור,4.3
ד.שוקרון כיווני פרונט 2014 בע מ,מוסך מורשה,האיטלקים 3,חיפה,04-8535871,תיקון וכוון מתלים ברכב,דוד שוקרון,199685.66,747246.74,07:00 - 16:00,07:00 - 13:00,3.2
עאמר מחמוד מוסך צק פוסט,מוסך מורשה,המוסכים 27,חיפה,04-8490939,מכונאות רכב בנזין,עאמר מחמוד,204068.28,744255.82,07:00 - 17:00,07:00 - 12:00,4.8
ברהם אחמד - פנצריה,מוסך מורשה,שד ההסתדרות 178,חיפה,04-8726878,תיקון והחלפת צמיגים,ברהם אחמד,206091.02,745797.02,07:00 - 16:30,סגור,4.2
סיבירצב אלכסנדר מוסך אוריון,מוסך מורשה,האיצטדיון 21,חיפה,04-8490218,מכונאות רכב בנזין,סיבירצב אלכס,205700.76,747576.34,07:00 - 17:00,07:00 - 12:00,3.1
מוסך עמיאל ב.ר. בע מ,מוסך מורשה,ההסתדרות 211,חיפה,04-8421499,מכונאות רכב בנזין,וייצמן דוד,206018.26,745867.13,07:00 - 17:00,07:00 - 13:00,3.2
ב.ח.שיווק ושרות רכבים בע מ,מוסך מורשה,בעלי המלאכה 24,חיפה,04-8405888,מכונאות רכב בנזין,צוק ליאור,203912.1,743572.89,07:00 - 17:00,07:00 - 12:00,3.9
הוליווד ר. מ. וצמיגי פרויד בע מ,מוסך מורשה,קדושי יאסי 1,חיפה,04-8550505,תיקון והחלפת צמיגים,רבי שי,196938.13,744019.68,07:00 - 16:00,07:00 - 13:00,3.7
רכב מיטל בע מ לפחחות וצבע לרכב,מוסך מורשה,יוסף לוי 8,חיפה,04-8724453,תיקון מרכבי רכב,אנקורי יוסף,206812.67,746525.95,07:00 - 17:00,סגור,4.3
לגזיאל מרדכי-מ.לגזיאל שירותי רכב,מוסך מורשה,חורי 7,חיפה,077-5175600,מכונאות רכב בנזין,לגזיאל מרדכי,200002.8,746813.1,07:00 - 17:00,07:00 - 12:30,3.7
בלומנפלד מאיר מחוונים וטכוגרפים,מוסך מורשה,העמלים 3,חיפה,04-8419717,תחזוקה ובדיקת מערכת כיבוי אש באוטו',בלומנפלד מתן,206025.8,746623.06,07:00 - 16:30,סגור,4.0
מוסך שרון א.ח שירותי רכב,מוסך מורשה,ההסתדרות 232,חיפה,04-8408823,מכונאות רכב בנזין,רבאח ח'אלד,206770.6,746038.33,07:00 - 16:30,07:00 - 12:00,3.8
י.ל.מגה מוסך בע מ,מוסך מורשה,קיטור 3,חיפה,04-6779489,תיקון מרכבי רכב,אשקר יוסף,205959.65,746574.11,07:00 - 17:00,07:00 - 12:00,4.2
פחחות וצבע הכוכב נחלה בע מ,מוסך מורשה,מקלף 30,חיפה,04-8414699,תיקון מרכבי רכב,נחלי עפיף,203291.91,743584.54,07:00 - 16:30,סגור,4.8
עופר חברה לרכב בע מ,מוסך מורשה,ההסתדרות 25,חיפה,04-8428183,תיקון והחלפת צמיגים,יצחק יגאל,203376.58,744001.26,07:00 - 16:00,07:00 - 13:00,3.5
ג'מאמעה נאג'י בע מ,מוסך מורשה,יוליוס סימון 46,חיפה,04-8401407,תיקון והחלפת צמיגים,ג'מאמעה נאג'י,204632.83,746971.28,07:00 - 16:30,07:00 - 13:00,3.7
מוסך ח'ורי בסאם,מוסך מורשה,שדרות ההסתדרות 146,חיפה,053-7817887,אוטוטק מרכבי רכב וצביעתם,ח'ורי בסאם,205712.33,745707.89,07:00 - 16:00,סגור,3.9
אלכס זאיד - אנרגי שרותי רכב,מוסך מורשה,קצנשטיין 3,חיפה,053-4990299,מכונאות רכב בנזין,כעביה יוסף,204589.17,747045.37,07:00 - 16:00,07:00 - 13:00,3.9
חברת המזרח לשיווקמכוניות(1994)בע,מוסך מורשה,בעלי המלאכה 17,חיפה,04-6767637,מכונאות רכב בנזין,בוקסבאום מיכאל,203953.25,743599.55,07:00 - 16:00,07:00 - 12:30,4.1
משה את חנן שירותי רכב בע מ,מוסך מורשה,השיש 53,חיפה,04-8721176,מכונאות רכב בנזין,שחאדה חנא,205840.62,745899.73,07:00 - 16:30,07:00 - 12:00,5.0
מוסך החרושת לפחחות וצבע בע מ,מוסך מורשה,הסתדרות 23,חיפה,04-7709926,תיקון מרכבי רכב,חוריה אכרם,203312.45,744002.91,07:00 - 16:00,07:00 - 12:00,3.1
חאלד שייח סולימאן מיתל קאר,מוסך מורשה,המוסכים 11,חיפה,054-6836600,תיקון מרכבי רכב,טנוס בסאם,203960.68,744189.44,07:00 - 17:00,סגור,3.7
סואעד כמאל מוסך כמאל,מוסך מורשה,הסתדרות 236,חיפה,04-8228552,מכונאות רכב בנזין,זפרן דוד,206763.04,746099.7,07:00 - 17:00,07:00 - 12:30,3.7
מ.דרעי רדיאטורים אגזוזים2015בע מ,מוסך מורשה,השיש 35,חיפה,04-8420620,תיקון רדיאטורים )מצננים),לוי שבתאי,206023.53,745963.44,07:00 - 17:00,07:00 - 12:30,4.7
מוסך מירון ה.ר.נ בע מ,מוסך מורשה,השיש 21,חיפה,04-9001149,מכונאות רכב בנזין,וייצמן שגיב,206358.23,746106.32,07:00 - 16:30,07:00 - 12:00,4.3
ד ר פח וצבע חיפה בע מ,מוסך מורשה,החרמש 52,חיפה,04-8109111,תיקון מרכבי רכב,לוסיא ראשד,204366.78,744125.12,07:00 - 17:00,07:00 - 13:00,3.3
סמרי זאיד - מוסך סמרי ובניו,מוסך מורשה,השיש 47,חיפה,00-5844802,תיקון מרכבי רכב,סמרי זאיד,205900.87,745941.21,07:00 - 16:00,07:00 - 12:30,4.6
שומלי נזאר - בית מלאכה לדיזל נ.ש,מוסך מורשה,אדיסון 19,חיפה,052-8983483,תיקון משאבות ומתזים לדיזל,שומלי גריס,205007.9,745177.89,07:00 - 17:00,07:00 - 12:00,3.6
אמיר מונדיה - צמיגי רם,מוסך מורשה,בר יהודה 33,חיפה,04-6552350,תיקון והחלפת צמיגים,סיף בלאל,201683.14,745147.78,07:00 - 16:30,07:00 - 13:00,4.1
מטר סלים מוסך אופן,מוסך מורשה,ניוטון 4,חיפה,04-8664885,מכונאות אופנועים וקטנועים,שחר אהוד,205226.4,745379.57,07:00 - 17:00,07:00 - 12:30,3.8
סאלח מוטורוס בע מ,מוסך מורשה,האשלג 11,חיפה,04-9041010,מכונאות רכב בנזין,נעראני מוחמד,203977.56,744098.98,07:00 - 16:30,07:00 - 12:00,4.9
שפרבר החברה לפיננסים והשקעות בעמ,מוסך מורשה,הסתדרות 218,חיפה,052-8509903,מכונאות רכב בנזין,איצקוביץ מרדכי,206579.34,745967.22,07:00 - 16:00,07:00 - 12:30,4.4
בים חאתם - מוסך הבודק,מוסך מורשה,יפו 104,חיפה,052-8574254,צבעות רכב,בים חאתם,199488.37,747740.37,07:00 - 17:00,07:00 - 13:00,4.7
שלישיית האחים גלמאנה בע מ,מוסך מורשה,הסתדרות 210,חיפה,052-9406578,תיקון מרכבי רכב,ארמלי פארג,206486.26,745925.81,07:00 - 16:00,07:00 - 12:00,4.7
עאמר בחוס - מוסך עאמר,מוסך מורשה,קצנשטיין 28,חיפה,054-8324353,תיקון מרכבי רכב,בחוס ג'אקי,204446.32,747284.45,07:00 - 17:00,07:00 - 12:30,4.8
מוסך נאג'י 2004 בע מ,מוסך מורשה,המוסכים 22,חיפה,052-2844485,מכונאות רכב בנזין,מאהלי עיסא,204186.83,744274.11,07:00 - 17:00,07:00 - 13:00,3.2
און ) י.ק.ל ( פחחות וצבע בע מ,מוסך מורשה,השיש 22,חיפה,04-8420346,תיקון מרכבי רכב,גולדשטיין ליאור,206297.78,746105.3,07:00 - 17:00,סגור,3.7
